Epoch: 1, Loss: 0.5544950366020203
Epoch: 2, Loss: 0.5514892339706421
Epoch: 3, Loss: 0.5512256026268005
Epoch: 4, Loss: 0.5503503680229187
Epoch: 5, Loss: 0.5479430556297302
Epoch: 6, Loss: 0.5423377156257629
Epoch: 7, Loss: 0.5490975975990295
Epoch: 8, Loss: 0.5430499911308289
Epoch: 9, Loss: 0.5426871180534363
Epoch: 10, Loss: 0.5357261896133423
Epoch: 11, Loss: 0.5449813008308411
Epoch: 12, Loss: 0.5417865514755249
Epoch: 13, Loss: 0.5317664742469788
Epoch: 14, Loss: 0.5272234678268433
Epoch: 15, Loss: 0.5246050357818604
Epoch: 16, Loss: 0.5204601287841797
Epoch: 17, Loss: 0.5145341753959656
Epoch: 18, Loss: 0.5170783400535583
Epoch: 19, Loss: 0.5136798024177551
Epoch: 20, Loss: 0.5076875686645508
Epoch: 21, Loss: 0.506022572517395
Epoch: 22, Loss: 0.5048514604568481
Epoch: 23, Loss: 0.4970133304595947
Epoch: 24, Loss: 0.4875107705593109
Epoch: 25, Loss: 0.48682701587677
Epoch: 26, Loss: 0.48348212242126465
Epoch: 27, Loss: 0.4866553843021393
Epoch: 28, Loss: 0.48026981949806213
Epoch: 29, Loss: 0.4807233214378357
Epoch: 30, Loss: 0.47672244906425476
Epoch: 31, Loss: 0.4741029739379883
Epoch: 32, Loss: 0.47405898571014404
Epoch: 33, Loss: 0.4762665927410126
Epoch: 34, Loss: 0.47679004073143005
Epoch: 35, Loss: 0.47569894790649414
Epoch: 36, Loss: 0.4736388623714447
Epoch: 37, Loss: 0.4768684208393097
Epoch: 38, Loss: 0.4693048298358917
Epoch: 39, Loss: 0.4692053198814392
Epoch: 40, Loss: 0.46970462799072266
Epoch: 41, Loss: 0.4686201810836792
Epoch: 42, Loss: 0.46296608448028564
Epoch: 43, Loss: 0.4648582339286804
Epoch: 44, Loss: 0.4677388370037079
Epoch: 45, Loss: 0.4657435417175293
Epoch: 46, Loss: 0.4651543200016022
Epoch: 47, Loss: 0.4631098806858063
Epoch: 48, Loss: 0.4623049795627594
Epoch: 49, Loss: 0.4606480598449707
Epoch: 50, Loss: 0.46523693203926086
Epoch: 51, Loss: 0.4605634808540344
Epoch: 52, Loss: 0.46064645051956177
Epoch: 53, Loss: 0.4596738815307617
Epoch: 54, Loss: 0.4611523151397705
Epoch: 55, Loss: 0.4634891748428345
Epoch: 56, Loss: 0.46071937680244446
Epoch: 57, Loss: 0.457089364528656
Epoch: 58, Loss: 0.45941677689552307
Epoch: 59, Loss: 0.4610702693462372
Epoch: 60, Loss: 0.46172448992729187
Epoch: 61, Loss: 0.4620310068130493
Epoch: 62, Loss: 0.4621935486793518
Epoch: 63, Loss: 0.4668341279029846
Epoch: 64, Loss: 0.46042972803115845
Epoch: 65, Loss: 0.4587363004684448
Epoch: 66, Loss: 0.46414703130722046
Epoch: 67, Loss: 0.4609549939632416
Epoch: 68, Loss: 0.4575725197792053
Epoch: 69, Loss: 0.4581390619277954
Epoch: 70, Loss: 0.4562453627586365
Epoch: 71, Loss: 0.45176076889038086
Epoch: 72, Loss: 0.46312031149864197
Epoch: 73, Loss: 0.45790648460388184
Epoch: 74, Loss: 0.4520909786224365
Epoch: 75, Loss: 0.4550251066684723
Epoch: 76, Loss: 0.45406433939933777
Epoch: 77, Loss: 0.45116227865219116
Epoch: 78, Loss: 0.4526607394218445
Epoch: 79, Loss: 0.4625456929206848
Epoch: 80, Loss: 0.4552973210811615
Epoch: 81, Loss: 0.4546663165092468
Epoch: 82, Loss: 0.4577373266220093
Epoch: 83, Loss: 0.45851367712020874
Epoch: 84, Loss: 0.44805777072906494
Epoch: 85, Loss: 0.45660993456840515
Epoch: 86, Loss: 0.4492993652820587
Epoch: 87, Loss: 0.45214787125587463
Epoch: 88, Loss: 0.4517095983028412
Epoch: 89, Loss: 0.4469534158706665
Epoch: 90, Loss: 0.44895634055137634
Epoch: 91, Loss: 0.4623471796512604
Epoch: 92, Loss: 0.44823962450027466
Epoch: 93, Loss: 0.44711142778396606
Epoch: 94, Loss: 0.4500499963760376
Epoch: 95, Loss: 0.4453117847442627
Epoch: 96, Loss: 0.449691504240036
Epoch: 97, Loss: 0.4496459364891052
Epoch: 98, Loss: 0.452497661113739
Epoch: 99, Loss: 0.4504537582397461
Epoch: 100, Loss: 0.4501049816608429
Acc: 0.862280701754386, Std: 0.05789842861405552
