Epoch: 1, Loss: 0.3979203701019287
Epoch: 2, Loss: 0.39860451221466064
Epoch: 3, Loss: 0.4019739627838135
Epoch: 4, Loss: 0.3946452736854553
Epoch: 5, Loss: 0.4032914638519287
Epoch: 6, Loss: 0.38645637035369873
Epoch: 7, Loss: 0.3838033080101013
Epoch: 8, Loss: 0.39776551723480225
Epoch: 9, Loss: 0.3935413360595703
Epoch: 10, Loss: 0.39333808422088623
Epoch: 11, Loss: 0.4017382860183716
Epoch: 12, Loss: 0.39602476358413696
Epoch: 13, Loss: 0.40771985054016113
Epoch: 14, Loss: 0.3744387626647949
Epoch: 15, Loss: 0.39437198638916016
Epoch: 16, Loss: 0.37864959239959717
Epoch: 17, Loss: 0.39519864320755005
Epoch: 18, Loss: 0.38539934158325195
Epoch: 19, Loss: 0.3841608762741089
Epoch: 20, Loss: 0.3957798480987549
Epoch: 21, Loss: 0.3750530481338501
Epoch: 22, Loss: 0.38401710987091064
Epoch: 23, Loss: 0.3780863285064697
Epoch: 24, Loss: 0.36000096797943115
Epoch: 25, Loss: 0.36388272047042847
Epoch: 26, Loss: 0.352649450302124
Epoch: 27, Loss: 0.36915087699890137
Epoch: 28, Loss: 0.3501051664352417
Epoch: 29, Loss: 0.34710800647735596
Epoch: 30, Loss: 0.3483356237411499
Epoch: 31, Loss: 0.3315046429634094
Epoch: 32, Loss: 0.3299524784088135
Epoch: 33, Loss: 0.31885623931884766
Epoch: 34, Loss: 0.31771743297576904
Epoch: 35, Loss: 0.3088197708129883
Epoch: 36, Loss: 0.3033078908920288
Epoch: 37, Loss: 0.30025655031204224
Epoch: 38, Loss: 0.2840421199798584
Epoch: 39, Loss: 0.2851661443710327
Epoch: 40, Loss: 0.2715955972671509
Epoch: 41, Loss: 0.26721805334091187
Epoch: 42, Loss: 0.26345527172088623
Epoch: 43, Loss: 0.2700331211090088
Epoch: 44, Loss: 0.25339704751968384
Epoch: 45, Loss: 0.2504423260688782
Epoch: 46, Loss: 0.24198782444000244
Epoch: 47, Loss: 0.24438130855560303
Epoch: 48, Loss: 0.24634718894958496
Epoch: 49, Loss: 0.23924684524536133
Epoch: 50, Loss: 0.24259710311889648
Epoch: 51, Loss: 0.23366767168045044
Epoch: 52, Loss: 0.23212766647338867
Epoch: 53, Loss: 0.22770404815673828
Epoch: 54, Loss: 0.22666668891906738
Epoch: 55, Loss: 0.21829140186309814
Epoch: 56, Loss: 0.21851646900177002
Epoch: 57, Loss: 0.2202155590057373
Epoch: 58, Loss: 0.2065279483795166
Epoch: 59, Loss: 0.20755791664123535
Epoch: 60, Loss: 0.20220249891281128
Epoch: 61, Loss: 0.19918131828308105
Epoch: 62, Loss: 0.18504106998443604
Epoch: 63, Loss: 0.1755378246307373
Epoch: 64, Loss: 0.17168951034545898
Epoch: 65, Loss: 0.15951579809188843
Epoch: 66, Loss: 0.16457468271255493
Epoch: 67, Loss: 0.1571255922317505
Epoch: 68, Loss: 0.15129327774047852
Epoch: 69, Loss: 0.15131866931915283
Epoch: 70, Loss: 0.1517099142074585
Epoch: 71, Loss: 0.14768314361572266
Epoch: 72, Loss: 0.14557993412017822
Epoch: 73, Loss: 0.14705467224121094
Epoch: 74, Loss: 0.14602136611938477
Epoch: 75, Loss: 0.14687073230743408
Epoch: 76, Loss: 0.14159560203552246
Epoch: 77, Loss: 0.14246034622192383
Epoch: 78, Loss: 0.14325207471847534
Epoch: 79, Loss: 0.14096152782440186
Epoch: 80, Loss: 0.13638639450073242
Epoch: 81, Loss: 0.13134419918060303
Epoch: 82, Loss: 0.13161945343017578
Epoch: 83, Loss: 0.12839114665985107
Epoch: 84, Loss: 0.12444198131561279
Epoch: 85, Loss: 0.11984527111053467
Epoch: 86, Loss: 0.12138283252716064
Epoch: 87, Loss: 0.11809444427490234
Epoch: 88, Loss: 0.11776572465896606
Epoch: 89, Loss: 0.11410272121429443
Epoch: 90, Loss: 0.11205482482910156
Epoch: 91, Loss: 0.11060917377471924
Epoch: 92, Loss: 0.10769212245941162
Epoch: 93, Loss: 0.11088407039642334
Epoch: 94, Loss: 0.10515296459197998
Epoch: 95, Loss: 0.10302615165710449
Epoch: 96, Loss: 0.101479172706604
Epoch: 97, Loss: 0.09611403942108154
Epoch: 98, Loss: 0.09469258785247803
Epoch: 99, Loss: 0.09390997886657715
Epoch: 100, Loss: 0.09197938442230225
Acc: 0.8678362573099415, Std: 0.07877173445839876
