epoch,loss
1,1.0939239263534546
2,1.0
3,1.0607410669326782
4,0.9608867168426514
5,1.0929006338119507
6,0.9400147795677185
7,0.916374683380127
8,0.9509251713752747
9,0.9372990131378174
10,1.0048015117645264
11,1.011726975440979
12,0.813884973526001
13,0.8710647821426392
14,0.8976230621337891
15,0.8135465383529663
16,1.0379401445388794
17,1.0325188636779785
18,0.8894786238670349
19,0.8941527605056763
20,0.8723959922790527
21,0.9538936614990234
22,0.9015493988990784
23,0.886084794998169
24,0.9590284824371338
25,0.8452837467193604
26,1.0320247411727905
27,0.9329655766487122
28,0.9834644794464111
29,0.9658616185188293
30,0.9757139682769775
31,0.7490559816360474
32,0.9213997721672058
33,0.9527045488357544
34,1.0800224542617798
35,0.934816837310791
36,0.980933427810669
37,0.7914479374885559
38,0.909758448600769
39,1.1167998313903809
40,0.8307604789733887
41,0.7757298350334167
42,0.9877181053161621
43,0.8677812218666077
44,0.82941734790802
45,0.9507806897163391
46,0.9444004893302917
47,0.8638863563537598
48,0.9044758677482605
49,0.8937475681304932
50,0.9585087299346924
51,0.8022474050521851
52,0.8999107480049133
53,0.725630521774292
54,0.8366125822067261
55,1.021073579788208
56,0.8427897691726685
57,0.7945342063903809
58,0.9648199081420898
59,0.8256369233131409
60,0.8791147470474243
61,0.8985555171966553
62,0.7426928281784058
63,0.8634079694747925
64,0.85577791929245
65,0.775019645690918
66,0.7124334573745728
67,0.8445730805397034
68,0.7581202983856201
69,0.9081594944000244
70,0.9902085661888123
71,0.9283143877983093
72,0.7689992189407349
73,0.621431291103363
74,0.7108659148216248
75,0.9043453931808472
76,0.8059477806091309
77,0.6523594856262207
78,0.9209543466567993
79,0.7930854558944702
80,0.6791223883628845
81,0.9305611848831177
82,0.8360233306884766
83,0.7869473695755005
84,0.5544948577880859
85,0.7045480012893677
86,0.599169135093689
87,0.6212143898010254
88,0.6240442395210266
89,0.6723808646202087
90,0.5958545207977295
91,0.8628788590431213
92,0.6262093186378479
93,0.5265933275222778
94,0.9636133909225464
95,0.5560298562049866
96,0.8211495876312256
97,0.6635698080062866
98,0.656414806842804
99,0.6238099336624146
100,0.5698180198669434
101,0.48539745807647705
102,0.5966737270355225
103,0.7697032690048218
104,0.6943804025650024
105,0.5259281396865845
106,0.7154505252838135
107,0.6180710196495056
108,0.5598828196525574
109,0.5645660758018494
110,0.47570812702178955
111,0.5846433043479919
112,0.6390465497970581
113,0.4506964087486267
114,0.5086789131164551
115,0.5153956413269043
116,0.6106551885604858
117,0.44328010082244873
118,0.5867646932601929
119,0.5178276300430298
120,0.6202698349952698
121,0.4387458562850952
122,0.6619454026222229
123,0.343330979347229
124,0.6053541302680969
125,0.527803897857666
126,0.3675140142440796
127,0.4779059886932373
128,0.5212833285331726
129,0.5812282562255859
130,0.8787719011306763
131,0.5538172721862793
132,0.8131840825080872
133,0.46732890605926514
134,0.706375002861023
135,0.5832740068435669
136,0.5488469004631042
137,0.3415677547454834
138,0.561855137348175
139,0.5485407114028931
140,0.3459635376930237
141,0.3387247323989868
142,0.41157788038253784
143,0.5296937227249146
144,0.3726104497909546
145,0.44854098558425903
146,0.5661356449127197
147,0.41897261142730713
148,0.8407322764396667
149,0.4813317060470581
150,0.2600420117378235
151,0.5315293669700623
152,0.3879503011703491
153,0.4081244468688965
154,0.5675222873687744
155,0.23994863033294678
156,0.32191717624664307
157,0.7924081087112427
158,0.23285788297653198
159,0.22902345657348633
160,0.23299729824066162
161,0.3958984613418579
162,0.36039090156555176
163,0.26947271823883057
164,0.5437931418418884
165,0.6426917314529419
166,0.4934242367744446
167,0.2720947265625
168,0.3249894380569458
169,0.4423532485961914
170,0.4399547576904297
171,0.3539730906486511
172,0.39910757541656494
173,0.4601445198059082
174,0.23303794860839844
175,0.4304467439651489
176,0.2276531457901001
177,0.28542983531951904
178,0.38063764572143555
179,0.24152690172195435
180,0.23007774353027344
181,0.4672815799713135
182,0.28070199489593506
183,0.4790542721748352
184,0.27498769760131836
185,0.6179671287536621
186,0.35918378829956055
187,0.16646885871887207
188,0.1782819628715515
189,0.40130865573883057
190,0.2351779341697693
191,0.15663611888885498
192,0.19039523601531982
193,0.22903650999069214
194,0.576915979385376
195,0.469115674495697
196,0.4677540063858032
197,0.4200209975242615
198,0.28428804874420166
199,0.31965720653533936
200,0.1612291932106018
201,0.14208567142486572
202,0.17723703384399414
203,0.4198962450027466
204,0.28226667642593384
205,0.2319963574409485
206,0.2624812126159668
207,0.21453821659088135
208,0.6146146655082703
209,0.16948837041854858
210,0.1917356252670288
211,0.2235628366470337
212,0.6249163150787354
213,0.15980243682861328
214,0.3918992280960083
215,0.20297527313232422
216,0.22898393869400024
217,0.19911348819732666
218,0.3727869987487793
219,0.23697102069854736
220,0.16246581077575684
221,0.12842625379562378
222,0.2964000701904297
223,0.1882413625717163
224,0.2534485459327698
225,0.2508270740509033
226,0.2599998712539673
227,0.20288705825805664
228,0.24236148595809937
229,0.2273932695388794
230,0.14048898220062256
231,0.3550299406051636
232,0.18439429998397827
233,0.2075282335281372
234,0.2286057472229004
235,0.15296483039855957
236,0.3077083230018616
237,0.11540943384170532
238,0.41006845235824585
239,0.2639862298965454
240,0.19448000192642212
241,0.3556567430496216
242,0.10889232158660889
243,0.24055886268615723
244,0.32474398612976074
245,0.31540781259536743
246,0.14225536584854126
247,0.18444675207138062
248,0.2070603370666504
249,0.3969460725784302
250,0.1938999891281128
251,0.2998342514038086
252,0.33602654933929443
253,0.33753347396850586
254,0.2048153281211853
255,0.2728314995765686
256,0.4854496717453003
257,0.1290687918663025
258,0.19831323623657227
259,0.28104472160339355
260,0.34876900911331177
261,0.13338220119476318
262,0.08218848705291748
263,0.38827306032180786
264,0.5148048400878906
265,0.15724682807922363
266,0.24067449569702148
267,0.3034520745277405
268,0.1775134801864624
269,0.1473941206932068
270,0.07685351371765137
271,0.2316306233406067
272,0.17928540706634521
273,0.28655946254730225
274,0.2532070279121399
275,0.19183719158172607
276,0.18291807174682617
277,0.07394802570343018
278,0.20683741569519043
279,0.15902531147003174
280,0.06940233707427979
281,0.10052365064620972
282,0.12373387813568115
283,0.23081427812576294
284,0.1312103271484375
285,0.09490275382995605
286,0.24863708019256592
287,0.2278451919555664
288,0.350313663482666
289,0.15690362453460693
290,0.20567935705184937
291,0.10508745908737183
292,0.06561315059661865
293,0.25408685207366943
294,0.13561522960662842
295,0.14088988304138184
296,0.18733513355255127
297,0.1586834192276001
298,0.1386423110961914
299,0.13814067840576172
300,0.0966717004776001
301,0.2016250491142273
302,0.24847537279129028
303,0.42991042137145996
304,0.2046360969543457
305,0.2275233268737793
306,0.37152427434921265
307,0.09826254844665527
308,0.21886879205703735
309,0.23645508289337158
310,0.3159834146499634
311,0.15485358238220215
312,0.09512841701507568
313,0.10938441753387451
314,0.1440853476524353
315,0.1265873908996582
316,0.09858572483062744
317,0.3960111141204834
318,0.2688966989517212
319,0.12997519969940186
320,0.1536846160888672
321,0.07065588235855103
322,0.2788686752319336
323,0.12253659963607788
324,0.1306164264678955
325,0.15219634771347046
326,0.2705495357513428
327,0.29944944381713867
328,0.13152551651000977
329,0.08763003349304199
330,0.051162004470825195
331,0.15059542655944824
332,0.05070620775222778
333,0.1528773307800293
334,0.2920183539390564
335,0.19296956062316895
336,0.04888904094696045
337,0.1291176676750183
338,0.06335568428039551
339,0.12524878978729248
340,0.33097660541534424
341,0.2742689847946167
342,0.04965090751647949
343,0.0965888500213623
344,0.24964076280593872
345,0.07956057786941528
346,0.22883599996566772
347,0.22622275352478027
348,0.10631632804870605
349,0.2687460780143738
350,0.19841718673706055
351,0.2240283489227295
352,0.07274949550628662
353,0.27930229902267456
354,0.0441136360168457
355,0.14775025844573975
356,0.3112301826477051
357,0.25056368112564087
358,0.26622235774993896
359,0.05955517292022705
360,0.04156011343002319
361,0.07121455669403076
362,0.11807113885879517
363,0.4600953459739685
364,0.13002455234527588
365,0.13098561763763428
366,0.1257915496826172
367,0.2008194923400879
368,0.09879958629608154
369,0.24434393644332886
370,0.25484025478363037
371,0.08854418992996216
372,0.1118546724319458
373,0.07813370227813721
374,0.11517071723937988
375,0.0708966851234436
376,0.15370798110961914
377,0.03782731294631958
378,0.11992967128753662
379,0.12156188488006592
380,0.19055187702178955
381,0.2875605821609497
382,0.18480372428894043
383,0.1469494104385376
384,0.10639280080795288
385,0.2006821632385254
386,0.09633815288543701
387,0.094107985496521
388,0.22554993629455566
389,0.06248974800109863
390,0.32627010345458984
391,0.08472239971160889
392,0.08185768127441406
393,0.11511850357055664
394,0.0663222074508667
395,0.23027414083480835
396,0.1131277084350586
397,0.08246898651123047
398,0.03871560096740723
399,0.03331249952316284
400,0.06839412450790405
401,0.06291908025741577
402,0.2494957447052002
403,0.23197412490844727
404,0.09697705507278442
405,0.07958704233169556
406,0.10535132884979248
407,0.0583723783493042
408,0.12399899959564209
409,0.034038543701171875
410,0.05544114112854004
411,0.04401606321334839
412,0.08594602346420288
413,0.08726096153259277
414,0.32119220495224
415,0.1526811718940735
416,0.19880139827728271
417,0.10726088285446167
418,0.11803603172302246
419,0.2621588110923767
420,0.07465726137161255
421,0.02942591905593872
422,0.14785659313201904
423,0.16617155075073242
424,0.05616319179534912
425,0.03045499324798584
426,0.18130767345428467
427,0.16441094875335693
428,0.08887708187103271
429,0.4069523811340332
430,0.16859853267669678
431,0.17992258071899414
432,0.07258093357086182
433,0.08414816856384277
434,0.06847119331359863
435,0.18983161449432373
436,0.1666942834854126
437,0.04342830181121826
438,0.23172318935394287
439,0.07307660579681396
440,0.04135102033615112
441,0.14869189262390137
442,0.26662397384643555
443,0.329598069190979
444,0.0946313738822937
445,0.09412097930908203
446,0.06099128723144531
447,0.13681447505950928
448,0.12962406873703003
449,0.06121993064880371
450,0.3069947361946106
451,0.37847769260406494
452,0.13090497255325317
453,0.12987756729125977
454,0.19846278429031372
455,0.06921565532684326
456,0.025147616863250732
457,0.06326258182525635
458,0.026079297065734863
459,0.09426796436309814
460,0.09059679508209229
461,0.09974026679992676
462,0.08122700452804565
463,0.06494402885437012
464,0.05110490322113037
465,0.10630816221237183
466,0.10719037055969238
467,0.16580992937088013
468,0.025448501110076904
469,0.05435895919799805
470,0.03093254566192627
471,0.12817561626434326
472,0.047477126121520996
473,0.12071293592453003
474,0.08092403411865234
475,0.15489184856414795
476,0.14906108379364014
477,0.0583837628364563
478,0.08127850294113159
479,0.1715756058692932
480,0.06622225046157837
481,0.16855978965759277
482,0.03826266527175903
483,0.10250353813171387
484,0.24335145950317383
485,0.022637605667114258
486,0.13994789123535156
487,0.09508836269378662
488,0.12176072597503662
489,0.11161148548126221
490,0.13423806428909302
491,0.16779571771621704
492,0.10498332977294922
493,0.1111193299293518
494,0.07318282127380371
495,0.20432662963867188
496,0.09815490245819092
497,0.2116605043411255
498,0.09644836187362671
499,0.033661723136901855
500,0.23592567443847656
501,0.022809624671936035
502,0.1354072093963623
503,0.0956336259841919
504,0.06220662593841553
505,0.053082048892974854
506,0.21522510051727295
507,0.03431117534637451
508,0.23513412475585938
509,0.17175030708312988
510,0.23842793703079224
511,0.10194659233093262
512,0.05318343639373779
513,0.076751708984375
514,0.050920844078063965
515,0.135736882686615
516,0.051836252212524414
517,0.13956230878829956
518,0.056990623474121094
519,0.0361713171005249
520,0.04740041494369507
521,0.07580244541168213
522,0.21082520484924316
523,0.05291098356246948
524,0.01936572790145874
525,0.039673447608947754
526,0.1764850616455078
527,0.039516329765319824
528,0.07658016681671143
529,0.019889473915100098
530,0.4372243285179138
531,0.051953911781311035
532,0.12235981225967407
533,0.050786733627319336
534,0.2256784439086914
535,0.024043798446655273
536,0.152923583984375
537,0.10598069429397583
538,0.184920072555542
539,0.19833874702453613
540,0.05293869972229004
541,0.06382113695144653
542,0.1767655611038208
543,0.1435489058494568
544,0.031003832817077637
545,0.2770536541938782
546,0.16628438234329224
547,0.07587218284606934
548,0.14109164476394653
549,0.10021048784255981
550,0.09199702739715576
551,0.02861553430557251
552,0.22894275188446045
553,0.024188876152038574
554,0.03944820165634155
555,0.13634133338928223
556,0.018364250659942627
557,0.056427001953125
558,0.01709878444671631
559,0.04467320442199707
560,0.12251162528991699
561,0.07996487617492676
562,0.05636906623840332
563,0.036528170108795166
564,0.06112796068191528
565,0.04492408037185669
566,0.04897153377532959
567,0.07394623756408691
568,0.054452359676361084
569,0.017258048057556152
570,0.13200271129608154
571,0.2537194490432739
572,0.23858439922332764
573,0.05831211805343628
574,0.01687014102935791
575,0.05309218168258667
576,0.03472715616226196
577,0.07055199146270752
578,0.12946587800979614
579,0.034874916076660156
580,0.10737133026123047
581,0.09071767330169678
582,0.08059448003768921
583,0.09841406345367432
584,0.0526694655418396
585,0.15725839138031006
586,0.06695431470870972
587,0.024249792098999023
588,0.030890822410583496
589,0.0686526894569397
590,0.16982096433639526
591,0.05226266384124756
592,0.12175363302230835
593,0.014811992645263672
594,0.06052565574645996
595,0.09631574153900146
596,0.1276158094406128
597,0.03066086769104004
598,0.13679111003875732
599,0.11369115114212036
600,0.06742405891418457
601,0.07610011100769043
602,0.23402225971221924
603,0.028162121772766113
604,0.039759159088134766
605,0.05129075050354004
606,0.10441339015960693
607,0.10973680019378662
608,0.12125062942504883
609,0.059113502502441406
610,0.15359318256378174
611,0.026902198791503906
612,0.14049923419952393
613,0.16714632511138916
614,0.13135451078414917
615,0.021744370460510254
616,0.07284975051879883
617,0.014181017875671387
618,0.06762349605560303
619,0.21101504564285278
620,0.12328660488128662
621,0.12374889850616455
