Epoch: 1, Loss: 0.6630293130874634
Epoch: 2, Loss: 0.6520311832427979
Epoch: 3, Loss: 0.645148754119873
Epoch: 4, Loss: 0.6509249210357666
Epoch: 5, Loss: 0.6530956029891968
Epoch: 6, Loss: 0.6488789319992065
Epoch: 7, Loss: 0.6538206934928894
Epoch: 8, Loss: 0.6463132500648499
Epoch: 9, Loss: 0.6450169086456299
Epoch: 10, Loss: 0.6414828896522522
Epoch: 11, Loss: 0.6547940969467163
Epoch: 12, Loss: 0.6488487124443054
Epoch: 13, Loss: 0.630081057548523
Epoch: 14, Loss: 0.6387546062469482
Epoch: 15, Loss: 0.6343927383422852
Epoch: 16, Loss: 0.625300943851471
Epoch: 17, Loss: 0.6402044296264648
Epoch: 18, Loss: 0.6247840523719788
Epoch: 19, Loss: 0.6202271580696106
Epoch: 20, Loss: 0.6211652159690857
Epoch: 21, Loss: 0.6155641674995422
Epoch: 22, Loss: 0.5947561264038086
Epoch: 23, Loss: 0.6065881848335266
Epoch: 24, Loss: 0.5952775478363037
Epoch: 25, Loss: 0.5993366241455078
Epoch: 26, Loss: 0.585739016532898
Epoch: 27, Loss: 0.5843079090118408
Epoch: 28, Loss: 0.5829187035560608
Epoch: 29, Loss: 0.59479820728302
Epoch: 30, Loss: 0.589627206325531
Epoch: 31, Loss: 0.5783483982086182
Epoch: 32, Loss: 0.5782042145729065
Epoch: 33, Loss: 0.5786348581314087
Epoch: 34, Loss: 0.5653791427612305
Epoch: 35, Loss: 0.5628371834754944
Epoch: 36, Loss: 0.5590221881866455
Epoch: 37, Loss: 0.5671399235725403
Epoch: 38, Loss: 0.552420437335968
Epoch: 39, Loss: 0.556176483631134
Epoch: 40, Loss: 0.5585042834281921
Epoch: 41, Loss: 0.5473577976226807
Epoch: 42, Loss: 0.5432004332542419
Epoch: 43, Loss: 0.5462958216667175
Epoch: 44, Loss: 0.5371676087379456
Epoch: 45, Loss: 0.5360496640205383
Epoch: 46, Loss: 0.5287451148033142
Epoch: 47, Loss: 0.5235726833343506
Epoch: 48, Loss: 0.5266762375831604
Epoch: 49, Loss: 0.5216827392578125
Epoch: 50, Loss: 0.5202707648277283
Epoch: 51, Loss: 0.5135400295257568
Epoch: 52, Loss: 0.5034855604171753
Epoch: 53, Loss: 0.5060784816741943
Epoch: 54, Loss: 0.5027942061424255
Epoch: 55, Loss: 0.49687460064888
Epoch: 56, Loss: 0.49492529034614563
Epoch: 57, Loss: 0.4888187348842621
Epoch: 58, Loss: 0.4767323434352875
Epoch: 59, Loss: 0.479179322719574
Epoch: 60, Loss: 0.4645260274410248
Epoch: 61, Loss: 0.4602319300174713
Epoch: 62, Loss: 0.46421998739242554
Epoch: 63, Loss: 0.46483466029167175
Epoch: 64, Loss: 0.4512806236743927
Epoch: 65, Loss: 0.44693127274513245
Epoch: 66, Loss: 0.4314548373222351
Epoch: 67, Loss: 0.4275650382041931
Epoch: 68, Loss: 0.41972586512565613
Epoch: 69, Loss: 0.4194951355457306
Epoch: 70, Loss: 0.415216863155365
Epoch: 71, Loss: 0.4191313683986664
Epoch: 72, Loss: 0.40709319710731506
Epoch: 73, Loss: 0.40932175517082214
Epoch: 74, Loss: 0.39478933811187744
Epoch: 75, Loss: 0.3936922252178192
Epoch: 76, Loss: 0.39638757705688477
Epoch: 77, Loss: 0.3893904983997345
Epoch: 78, Loss: 0.3783249258995056
Epoch: 79, Loss: 0.3864591717720032
Epoch: 80, Loss: 0.38872894644737244
Epoch: 81, Loss: 0.38439199328422546
Epoch: 82, Loss: 0.3807973563671112
Epoch: 83, Loss: 0.38431301712989807
Epoch: 84, Loss: 0.3820473253726959
Epoch: 85, Loss: 0.3556884825229645
Epoch: 86, Loss: 0.36354973912239075
Epoch: 87, Loss: 0.36231285333633423
Epoch: 88, Loss: 0.35595834255218506
Epoch: 89, Loss: 0.37251555919647217
Epoch: 90, Loss: 0.35602104663848877
Epoch: 91, Loss: 0.3589857816696167
Epoch: 92, Loss: 0.3676791787147522
Epoch: 93, Loss: 0.36077338457107544
Epoch: 94, Loss: 0.35553455352783203
Epoch: 95, Loss: 0.3632037043571472
Epoch: 96, Loss: 0.3733956515789032
Epoch: 97, Loss: 0.34712347388267517
Epoch: 98, Loss: 0.3476090729236603
Epoch: 99, Loss: 0.3478037118911743
Epoch: 100, Loss: 0.3428666293621063
Acc: 0.8087719298245615, Std: 0.0853099928323534
